1a 1b 2a -> 4a 4b 5a   0.000009
1a 1b 2a -> 4a 5b 6a   0.000072
1a 1b 2a -> 4a 6b 5a   0.000015
1a 1b 2a -> 5a 4b 4a  -0.000009
1a 1b 2a -> 5a 4b 6a   0.000057
1a 1b 2a -> 5a 6b 4a  -0.000015
1a 1b 2a -> 5a 6b 6a  -0.000061
1a 1b 2a -> 6a 4b 5a  -0.000057
1a 1b 2a -> 6a 5b 4a  -0.000072
1a 1b 2a -> 6a 6b 5a   0.000061
1a 1b 3a -> 4a 4b 6a   0.000108
1a 1b 3a -> 4a 5b 5a  -0.000081
1a 1b 3a -> 4a 6b 6a  -0.000092
1a 1b 3a -> 5a 5b 4a   0.000081
1a 1b 3a -> 5a 5b 6a   0.000118
1a 1b 3a -> 6a 4b 4a  -0.000108
1a 1b 3a -> 6a 5b 5a  -0.000118
1a 1b 3a -> 6a 6b 4a   0.000092
1a 2b 2a -> 4a 4b 6a   0.000076
1a 2b 2a -> 4a 5b 5a   0.000008
1a 2b 2a -> 4a 6b 6a   0.000095
1a 2b 2a -> 5a 5b 4a  -0.000008
1a 2b 2a -> 5a 5b 6a   0.000025
1a 2b 2a -> 6a 4b 4a  -0.000076
1a 2b 2a -> 6a 5b 5a  -0.000025
1a 2b 2a -> 6a 6b 4a  -0.000095
1a 2b 3a -> 4a 4b 5a   0.000010
1a 2b 3a -> 4a 5b 6a   0.000028
1a 2a 3a -> 4a 5a 6a   0.000003
1a 2b 3a -> 4a 6b 5a  -0.000071
1a 2a 3a -> 4a 6a 5a  -0.000003
1a 2b 3a -> 5a 4b 4a  -0.000010
1a 2b 3a -> 5a 4b 6a   0.000096
1a 2a 3a -> 5a 4a 6a  -0.000003
1a 2b 3a -> 5a 6b 4a   0.000071
1a 2a 3a -> 5a 6a 4a   0.000003
1a 2b 3a -> 5a 6b 6a   0.000166
1a 2b 3a -> 6a 4b 5a  -0.000096
1a 2a 3a -> 6a 4a 5a   0.000003
1a 2b 3a -> 6a 5b 4a  -0.000028
1a 2a 3a -> 6a 5a 4a  -0.000003
1a 2b 3a -> 6a 6b 5a  -0.000166
1a 3b 2a -> 4a 4b 5a  -0.000060
1a 3b 2a -> 4a 5b 6a   0.000141
1a 3a 2a -> 4a 5a 6a  -0.000003
1a 3a 2a -> 4a 6a 5a   0.000003
1a 3b 2a -> 5a 4b 4a   0.000060
1a 3b 2a -> 5a 4b 6a   0.000146
1a 3a 2a -> 5a 4a 6a   0.000003
1a 3a 2a -> 5a 6a 4a  -0.000003
1a 3b 2a -> 5a 6b 6a   0.000086
1a 3b 2a -> 6a 4b 5a  -0.000146
1a 3a 2a -> 6a 4a 5a  -0.000003
1a 3b 2a -> 6a 5b 4a  -0.000141
1a 3a 2a -> 6a 5a 4a   0.000003
1a 3b 2a -> 6a 6b 5a  -0.000086
1a 3b 3a -> 4a 4b 6a   0.000259
1a 3b 3a -> 4a 5b 5a  -0.000030
1a 3b 3a -> 4a 6b 6a   0.000117
1a 3b 3a -> 5a 5b 4a   0.000030
1a 3b 3a -> 5a 5b 6a   0.000149
1a 3b 3a -> 6a 4b 4a  -0.000259
1a 3b 3a -> 6a 5b 5a  -0.000149
1a 3b 3a -> 6a 6b 4a  -0.000117
2a 1b 1a -> 4a 4b 5a  -0.000009
2a 1b 1a -> 4a 5b 6a  -0.000072
2a 1b 1a -> 4a 6b 5a  -0.000015
