2a 1b 1a -> 5a 4b 4a   0.000009
2a 1b 1a -> 5a 4b 6a  -0.000057
2a 1b 1a -> 5a 6b 4a   0.000015
2a 1b 1a -> 5a 6b 6a   0.000061
2a 1b 1a -> 6a 4b 5a   0.000057
2a 1b 1a -> 6a 5b 4a   0.000072
2a 1b 1a -> 6a 6b 5a  -0.000061
2a 1b 3a -> 4a 4b 5a   0.000070
2a 1b 3a -> 4a 5b 6a  -0.000117
2a 1a 3a -> 4a 5a 6a  -0.000003
2a 1b 3a -> 4a 6b 5a  -0.000067
2a 1a 3a -> 4a 6a 5a   0.000003
2a 1b 3a -> 5a 4b 4a  -0.000070
2a 1b 3a -> 5a 4b 6a  -0.000047
2a 1a 3a -> 5a 4a 6a   0.000003
2a 1b 3a -> 5a 6b 4a   0.000067
2a 1a 3a -> 5a 6a 4a  -0.000003
2a 1b 3a -> 5a 6b 6a   0.000081
2a 1b 3a -> 6a 4b 5a   0.000047
2a 1a 3a -> 6a 4a 5a  -0.000003
2a 1b 3a -> 6a 5b 4a   0.000117
2a 1a 3a -> 6a 5a 4a   0.000003
2a 1b 3a -> 6a 6b 5a  -0.000081
2a 2b 1a -> 4a 4b 6a  -0.000076
2a 2b 1a -> 4a 5b 5a  -0.000008
2a 2b 1a -> 4a 6b 6a  -0.000095
2a 2b 1a -> 5a 5b 4a   0.000008
2a 2b 1a -> 5a 5b 6a  -0.000025
2a 2b 1a -> 6a 4b 4a   0.000076
2a 2b 1a -> 6a 5b 5a   0.000025
2a 2b 1a -> 6a 6b 4a   0.000095
2a 2b 3a -> 4a 4b 6a  -0.000134
2a 2b 3a -> 4a 5b 5a   0.000067
2a 2b 3a -> 4a 6b 6a  -0.000135
2a 2b 3a -> 5a 5b 4a  -0.000067
2a 2b 3a -> 5a 5b 6a  -0.000012
2a 2b 3a -> 6a 4b 4a   0.000134
2a 2b 3a -> 6a 5b 5a   0.000012
2a 2b 3a -> 6a 6b 4a   0.000135
2a 3b 1a -> 4a 4b 5a   0.000060
2a 3b 1a -> 4a 5b 6a  -0.000141
2a 3a 1a -> 4a 5a 6a   0.000003
2a 3a 1a -> 4a 6a 5a  -0.000003
2a 3b 1a -> 5a 4b 4a  -0.000060
2a 3b 1a -> 5a 4b 6a  -0.000146
2a 3a 1a -> 5a 4a 6a  -0.000003
2a 3a 1a -> 5a 6a 4a   0.000003
2a 3b 1a -> 5a 6b 6a  -0.000086
2a 3b 1a -> 6a 4b 5a   0.000146
2a 3a 1a -> 6a 4a 5a   0.000003
2a 3b 1a -> 6a 5b 4a   0.000141
2a 3a 1a -> 6a 5a 4a  -0.000003
2a 3b 1a -> 6a 6b 5a   0.000086
2a 3b 3a -> 4a 4b 5a   0.000090
2a 3b 3a -> 4a 5b 6a  -0.000179
2a 3b 3a -> 4a 6b 5a   0.000009
2a 3b 3a -> 5a 4b 4a  -0.000090
2a 3b 3a -> 5a 4b 6a  -0.000188
2a 3b 3a -> 5a 6b 4a  -0.000009
2a 3b 3a -> 5a 6b 6a  -0.000085
2a 3b 3a -> 6a 4b 5a   0.000188
2a 3b 3a -> 6a 5b 4a   0.000179
2a 3b 3a -> 6a 6b 5a   0.000085
3a 1b 1a -> 4a 4b 6a  -0.000108
3a 1b 1a -> 4a 5b 5a   0.000081
3a 1b 1a -> 4a 6b 6a   0.000092
3a 1b 1a -> 5a 5b 4a  -0.000081
3a 1b 1a -> 5a 5b 6a  -0.000118
3a 1b 1a -> 6a 4b 4a   0.000108
3a 1b 1a -> 6a 5b 5a   0.000118
3a 1b 1a -> 6a 6b 4a  -0.000092
3a 1b 2a -> 4a 4b 5a  -0.000070
3a 1b 2a -> 4a 5b 6a   0.000117
3a 1a 2a -> 4a 5a 6a   0.000003
3a 1b 2a -> 4a 6b 5a   0.000067
3a 1a 2a -> 4a 6a 5a  -0.000003
3a 1b 2a -> 5a 4b 4a   0.000070
3a 1b 2a -> 5a 4b 6a   0.000047
3a 1a 2a -> 5a 4a 6a  -0.000003
3a 1b 2a -> 5a 6b 4a  -0.000067
3a 1a 2a -> 5a 6a 4a   0.000003
3a 1b 2a -> 5a 6b 6a  -0.000081
3a 1b 2a -> 6a 4b 5a  -0.000047
3a 1a 2a -> 6a 4a 5a   0.000003
3a 1b 2a -> 6a 5b 4a  -0.000117
3a 1a 2a -> 6a 5a 4a  -0.000003
3a 1b 2a -> 6a 6b 5a   0.000081
3a 2b 1a -> 4a 4b 5a  -0.000010
3a 2b 1a -> 4a 5b 6a  -0.000028
3a 2a 1a -> 4a 5a 6a  -0.000003
3a 2b 1a -> 4a 6b 5a   0.000071
3a 2a 1a -> 4a 6a 5a   0.000003
3a 2b 1a -> 5a 4b 4a   0.000010
3a 2b 1a -> 5a 4b 6a  -0.000096
3a 2a 1a -> 5a 4a 6a   0.000003
3a 2b 1a -> 5a 6b 4a  -0.000071
3a 2a 1a -> 5a 6a 4a  -0.000003
3a 2b 1a -> 5a 6b 6a  -0.000166
3a 2b 1a -> 6a 4b 5a   0.000096
3a 2a 1a -> 6a 4a 5a  -0.000003
3a 2b 1a -> 6a 5b 4a   0.000028
3a 2a 1a -> 6a 5a 4a   0.000003
3a 2b 1a -> 6a 6b 5a   0.000166
3a 2b 2a -> 4a 4b 6a   0.000134
3a 2b 2a -> 4a 5b 5a  -0.000067
3a 2b 2a -> 4a 6b 6a   0.000135
3a 2b 2a -> 5a 5b 4a   0.000067
3a 2b 2a -> 5a 5b 6a   0.000012
3a 2b 2a -> 6a 4b 4a  -0.000134
3a 2b 2a -> 6a 5b 5a  -0.000012
3a 2b 2a -> 6a 6b 4a  -0.000135
3a 3b 1a -> 4a 4b 6a  -0.000259
3a 3b 1a -> 4a 5b 5a   0.000030
3a 3b 1a -> 4a 6b 6a  -0.000117
3a 3b 1a -> 5a 5b 4a  -0.000030
3a 3b 1a -> 5a 5b 6a  -0.000149
3a 3b 1a -> 6a 4b 4a   0.000259
3a 3b 1a -> 6a 5b 5a   0.000149
3a 3b 1a -> 6a 6b 4a   0.000117
3a 3b 2a -> 4a 4b 5a  -0.000090
3a 3b 2a -> 4a 5b 6a   0.000179
3a 3b 2a -> 4a 6b 5a  -0.000009
3a 3b 2a -> 5a 4b 4a   0.000090
3a 3b 2a -> 5a 4b 6a   0.000188
3a 3b 2a -> 5a 6b 4a   0.000009
3a 3b 2a -> 5a 6b 6a   0.000085
3a 3b 2a -> 6a 4b 5a  -0.000188
3a 3b 2a -> 6a 5b 4a  -0.000179
3a 3b 2a -> 6a 6b 5a  -0.000085
