CAS SPACE         CAS              TCCSD            CASCCSD    
(4,4)   -75.9850755055   -76.1194380687   -76.1195288081
(6,6)   -75.9975855194   -76.1203531224   -76.1195713257
(8,8)   -76.0249485411   -76.1224602466   -76.1198107946
(10,10)   -76.0507879466   -76.1236317730   -76.1198997181
(10,11)   -76.0737238012   -76.1232164445   -76.1202229388
(10,12)   -76.1024374997   -76.1218099711   -76.1207705467
(10,13)   -76.1210589951   -76.1210598519   -76.1210589834
